,Country,Date,value
80474,Saint Vincent and the Grenadines,01/01/13,10571.36
80475,Saint Vincent and the Grenadines,01/01/14,10898.39
80476,Saint Vincent and the Grenadines,01/01/15,11152.72
80477,Saint Vincent and the Grenadines,01/01/16,11477.69
80478,Saint Vincent and the Grenadines,01/01/17,11769.17
80479,Samoa,01/01/90,2358
80480,Samoa,01/01/91,2362.89
80481,Samoa,01/01/92,2390.16
80482,Samoa,01/01/93,2522.42
80483,Samoa,01/01/94,2487.09
80484,Samoa,01/01/95,2686.62
80485,Samoa,01/01/96,2912.78
80486,Samoa,01/01/97,2965.85
80487,Samoa,01/01/98,3049.97
80488,Samoa,01/01/99,3150.23
80489,Samoa,01/01/00,3427.96
80490,Samoa,01/01/01,3728.98
80491,Samoa,01/01/02,3927.96
80492,Samoa,01/01/03,4161.74
80493,Samoa,01/01/04,4445.95
80494,Samoa,01/01/05,4749.25
80495,Samoa,01/01/06,4959.42
80496,Samoa,01/01/07,5377.92
80497,Samoa,01/01/08,5501.32
80498,Samoa,01/01/09,5239.46
80499,Samoa,01/01/10,5289.4
80500,Samoa,01/01/11,5667.49
80501,Samoa,01/01/12,5752.54
80502,Samoa,01/01/13,5693.26
80503,Samoa,01/01/14,5835.1
80504,Samoa,01/01/15,5937.72
80505,Samoa,01/01/16,6387.97
80506,Samoa,01/01/17,6640.7
80507,Saudi Arabia,01/01/90,27434.91
80508,Saudi Arabia,01/01/91,31556.84
80509,Saudi Arabia,01/01/92,32576.34
80510,Saudi Arabia,01/01/93,32010.77
80511,Saudi Arabia,01/01/94,32064.35
80512,Saudi Arabia,01/01/95,32058.88
80513,Saudi Arabia,01/01/96,32812.04
80514,Saudi Arabia,01/01/97,33095.03
80515,Saudi Arabia,01/01/98,33769.66
80516,Saudi Arabia,01/01/99,32326.37
80517,Saudi Arabia,01/01/00,34131.54
80518,Saudi Arabia,01/01/01,33613.7
80519,Saudi Arabia,01/01/02,32254.99
80520,Saudi Arabia,01/01/03,35541.82
80521,Saudi Arabia,01/01/04,38284.13
80522,Saudi Arabia,01/01/05,40537.49
80523,Saudi Arabia,01/01/06,41772.6
80524,Saudi Arabia,01/01/07,42510.24
80525,Saudi Arabia,01/01/08,44831.26
80526,Saudi Arabia,01/01/09,43045.57
80527,Saudi Arabia,01/01/10,44491.83
80528,Saudi Arabia,01/01/11,48524.63
80529,Saudi Arabia,01/01/12,50611.03
80530,Saudi Arabia,01/01/13,51373.66
80531,Saudi Arabia,01/01/14,52790.3
80532,Saudi Arabia,01/01/15,54172.1
80533,Saudi Arabia,01/01/16,54439.84
80534,Saudi Arabia,01/01/17,53893.15
80535,Seychelles,01/01/90,9186.43
80536,Seychelles,01/01/91,9625.16
80537,Seychelles,01/01/92,10501.29
80538,Seychelles,01/01/93,11181.9
80539,Seychelles,01/01/94,11030.65
80540,Seychelles,01/01/95,11004.76
80541,Seychelles,01/01/96,11585.46
80542,Seychelles,01/01/97,13039.35
80543,Seychelles,01/01/98,14011.78
80544,Seychelles,01/01/99,14210.64
80545,Seychelles,01/01/00,14622.98
80546,Seychelles,01/01/01,14603.76
80547,Seychelles,01/01/02,14555.89
80548,Seychelles,01/01/03,14131.12
80549,Seychelles,01/01/04,14158.15
80550,Seychelles,01/01/05,15856.15
80551,Seychelles,01/01/06,17512.38
80552,Seychelles,01/01/07,19750.97
80553,Seychelles,01/01/08,19270.26
80554,Seychelles,01/01/09,19126.78
80555,Seychelles,01/01/10,19948.41
80556,Seychelles,01/01/11,22556.58
80557,Seychelles,01/01/12,23051.79
80558,Seychelles,01/01/13,24412.89
80559,Seychelles,01/01/14,25594.1
80560,Seychelles,01/01/15,26546.4
80561,Seychelles,01/01/16,27672.52
80562,Seychelles,01/01/17,29327.57
80563,Sierra Leone,01/01/90,808.1
80564,Sierra Leone,01/01/91,849.71
80565,Sierra Leone,01/01/92,704.8
80566,Sierra Leone,01/01/93,735.57
80567,Sierra Leone,01/01/94,740.66
80568,Sierra Leone,01/01/95,697.06
80569,Sierra Leone,01/01/96,720.96
80570,Sierra Leone,01/01/97,686.5
80571,Sierra Leone,01/01/98,698.52
80572,Sierra Leone,01/01/99,681.99
80573,Sierra Leone,01/01/00,723.29
80574,Sierra Leone,01/01/01,667.27
80575,Sierra Leone,01/01/02,818.82
80576,Sierra Leone,01/01/03,870.38
80577,Sierra Leone,01/01/04,911.23
80578,Sierra Leone,01/01/05,944.94
80579,Sierra Leone,01/01/06,982.08
80580,Sierra Leone,01/01/07,1059.26
80581,Sierra Leone,01/01/08,1110.65
80582,Sierra Leone,01/01/09,1128.25
80583,Sierra Leone,01/01/10,1175.44
80584,Sierra Leone,01/01/11,1246.25
80585,Sierra Leone,01/01/12,1429.6
80586,Sierra Leone,01/01/13,1716.47
80587,Sierra Leone,01/01/14,1788.06
80588,Sierra Leone,01/01/15,1403.62
80589,Sierra Leone,01/01/16,1472.51
80590,Sierra Leone,01/01/17,1530.37
80591,Singapore,01/01/90,22192.82
80592,Singapore,01/01/91,23778.62
80593,Singapore,01/01/92,25273.61
80594,Singapore,01/01/93,28139.28
80595,Singapore,01/01/94,30893.53
80596,Singapore,01/01/95,32744.39
80597,Singapore,01/01/96,34425.48
80598,Singapore,01/01/97,36665.85
80599,Singapore,01/01/98,35028.57
80600,Singapore,01/01/99,37432.02
80601,Singapore,01/01/00,40974.24
80602,Singapore,01/01/01,40404.24
80603,Singapore,01/01/02,42363.92
80604,Singapore,01/01/03,45795.44
80605,Singapore,01/01/04,50906.71
80606,Singapore,01/01/05,55167.77
80607,Singapore,01/01/06,59993.7
80608,Singapore,01/01/07,64460.02
80609,Singapore,01/01/08,63432.39
80610,Singapore,01/01/09,61641.08
80611,Singapore,01/01/10,70640.23
80612,Singapore,01/01/11,75113.2
80613,Singapore,01/01/12,77748.61
80614,Singapore,01/01/13,81820.86
80615,Singapore,01/01/14,85489.5
80616,Singapore,01/01/15,87298.17
80617,Singapore,01/01/16,89203.34
80618,Singapore,01/01/17,94104.7
80619,Solomon Islands,01/01/90,1216.87
80620,Solomon Islands,01/01/91,1295.83
80621,Solomon Islands,01/01/92,1451.92
80622,Solomon Islands,01/01/93,1502.31
80623,Solomon Islands,01/01/94,1628.47
80624,Solomon Islands,01/01/95,1749.07
80625,Solomon Islands,01/01/96,1759.41
80626,Solomon Islands,01/01/97,1715.12
80627,Solomon Islands,01/01/98,1716.34
80628,Solomon Islands,01/01/99,1687.15
80629,Solomon Islands,01/01/00,1439.65
80630,Solomon Islands,01/01/01,1319.04
80631,Solomon Islands,01/01/02,1267.66
80632,Solomon Islands,01/01/03,1341.52
80633,Solomon Islands,01/01/04,1409.47
80634,Solomon Islands,01/01/05,1495.95
80635,Solomon Islands,01/01/06,1609.51
80636,Solomon Islands,01/01/07,1731.86
80637,Solomon Islands,01/01/08,1847.86
80638,Solomon Islands,01/01/09,1733.99
80639,Solomon Islands,01/01/10,1833.08
80640,Solomon Islands,01/01/11,2071.89
80641,Solomon Islands,01/01/12,2160.12
80642,Solomon Islands,01/01/13,2216.21
80643,Solomon Islands,01/01/14,2260.84
80644,Solomon Islands,01/01/15,2295.33
80645,Solomon Islands,01/01/16,2352.84
80646,Solomon Islands,01/01/17,2426.92
80647,Sudan,01/01/90,1126.58
80648,Sudan,01/01/91,1219.38
80649,Sudan,01/01/92,1295.02
80650,Sudan,01/01/93,1350.51
80651,Sudan,01/01/94,1356.69
80652,Sudan,01/01/95,1429.17
80653,Sudan,01/01/96,1500.06
80654,Sudan,01/01/97,1641.18
80655,Sudan,01/01/98,1683.09
80656,Sudan,01/01/99,1713.35
80657,Sudan,01/01/00,1812.04
80658,Sudan,01/01/01,1919.08
80659,Sudan,01/01/02,2016.19
80660,Sudan,01/01/03,2154.22
80661,Sudan,01/01/04,2236.66
80662,Sudan,01/01/05,2414.96
80663,Sudan,01/01/06,2667.59
80664,Sudan,01/01/07,2975.12
80665,Sudan,01/01/08,3186.55
80666,Sudan,01/01/09,3230.47
80667,Sudan,01/01/10,3297.22
80668,Sudan,01/01/11,3631.66
80669,Sudan,01/01/12,4175.64
80670,Sudan,01/01/13,4332.17
80671,Sudan,01/01/14,4425.75
80672,Sudan,01/01/15,4582.05
80673,Sudan,01/01/16,4735.78
80674,Sudan,01/01/17,4913.98
80675,Timor-Leste,01/01/00,2620.84
80676,Timor-Leste,01/01/01,2859.28
80677,Timor-Leste,01/01/02,2612.07
80678,Timor-Leste,01/01/03,2531.18
80679,Timor-Leste,01/01/04,4113.59
80680,Timor-Leste,01/01/05,5602.15
80681,Timor-Leste,01/01/06,8008.34
80682,Timor-Leste,01/01/07,8514.3
80683,Timor-Leste,01/01/08,9433.41
80684,Timor-Leste,01/01/09,8815.75
80685,Timor-Leste,01/01/10,8679.25
80686,Timor-Leste,01/01/11,9717.08
80687,Timor-Leste,01/01/12,10168.15
80688,Timor-Leste,01/01/13,8993.65
80689,Timor-Leste,01/01/14,6617.84
80690,Timor-Leste,01/01/15,7901.6
80691,Timor-Leste,01/01/16,7878.32
80692,Timor-Leste,01/01/17,7228.17
80693,Togo,01/01/90,836.25
80694,Togo,01/01/91,836.97
80695,Togo,01/01/92,803.14
80696,Togo,01/01/93,682.39
80697,Togo,01/01/94,782.33
80698,Togo,01/01/95,839.06
80699,Togo,01/01/96,903.61
80700,Togo,01/01/97,1019.61
80701,Togo,01/01/98,975.88
80702,Togo,01/01/99,984.54
80703,Togo,01/01/00,969.98
80704,Togo,01/01/01,948.95
80705,Togo,01/01/02,929.23
80706,Togo,01/01/03,968.9
80707,Togo,01/01/04,990.34
80708,Togo,01/01/05,1007.21
80709,Togo,01/01/06,1051.63
80710,Togo,01/01/07,1074.96
80711,Togo,01/01/08,1110.14
80712,Togo,01/01/09,1149.06
80713,Togo,01/01/10,1201.31
80714,Togo,01/01/11,1270.42
80715,Togo,01/01/12,1343.27
80716,Togo,01/01/13,1412.61
80717,Togo,01/01/14,1485.33
80718,Togo,01/01/15,1547.21
80719,Togo,01/01/16,1602.93
80720,Togo,01/01/17,1663.43
80721,Uruguay,01/01/90,6358.87
80722,Uruguay,01/01/91,6755.13
80723,Uruguay,01/01/92,7403.21
80724,Uruguay,01/01/93,7723.73
80725,Uruguay,01/01/94,8400.48
80726,Uruguay,01/01/95,8390.75
80727,Uruguay,01/01/96,8955.98
80728,Uruguay,01/01/97,9818.45
80729,Uruguay,01/01/98,10306.93
80730,Uruguay,01/01/99,10208.45
80731,Uruguay,01/01/00,10202.48
80732,Uruguay,01/01/01,10016.18
80733,Uruguay,01/01/02,9381.71
80734,Uruguay,01/01/03,9652.04
80735,Uruguay,01/01/04,10418.56
80736,Uruguay,01/01/05,11550.77
80737,Uruguay,01/01/06,12373.39
80738,Uruguay,01/01/07,13498.39
80739,Uruguay,01/01/08,14702.05
80740,Uruguay,01/01/09,15387.54
80741,Uruguay,01/01/10,16732.87
80742,Uruguay,01/01/11,17904.75
80743,Uruguay,01/01/12,18831.75
80744,Uruguay,01/01/13,19984.83
80745,Uruguay,01/01/14,20951.48
80746,Uruguay,01/01/15,21179.66
80747,Uruguay,01/01/16,21694.34
80748,Uruguay,01/01/17,22610.34
80749,Uzbekistan,01/01/90,1984.43
80750,Uzbekistan,01/01/91,1997.35
80751,Uzbekistan,01/01/92,1772.04
80752,Uzbekistan,01/01/93,1732.65
80753,Uzbekistan,01/01/94,1644.9
80754,Uzbekistan,01/01/95,1634.3
80755,Uzbekistan,01/01/96,1660.36
80756,Uzbekistan,01/01/97,1743.41
80757,Uzbekistan,01/01/98,1808.77
80758,Uzbekistan,01/01/99,1894.88
80759,Uzbekistan,01/01/00,1984
80760,Uzbekistan,01/01/01,2087.84
80761,Uzbekistan,01/01/02,2177.87
80762,Uzbekistan,01/01/03,2287.81
80763,Uzbekistan,01/01/04,2502.68
80764,Uzbekistan,01/01/05,2732.07
80765,Uzbekistan,01/01/06,2984.93
80766,Uzbekistan,01/01/07,3320.78
80767,Uzbekistan,01/01/08,3631.88
80768,Uzbekistan,01/01/09,3889.68
80769,Uzbekistan,01/01/10,4152.95
80770,Uzbekistan,01/01/11,4470
80771,Uzbekistan,01/01/12,4857.26
80772,Uzbekistan,01/01/13,5255.18
80773,Uzbekistan,01/01/14,5675.31
80774,Uzbekistan,01/01/15,6087.76
80775,Uzbekistan,01/01/16,6520
80776,Uzbekistan,01/01/17,6879.57
80777,Vanuatu,01/01/90,1647.3
80778,Vanuatu,01/01/91,1707.31
80779,Vanuatu,01/01/92,1739.97
80780,Vanuatu,01/01/93,1743.41
80781,Vanuatu,01/01/94,1889.8
80782,Vanuatu,01/01/95,1902.09
80783,Vanuatu,01/01/96,1940.77
80784,Vanuatu,01/01/97,2033.13
80785,Vanuatu,01/01/98,2106.53
80786,Vanuatu,01/01/99,2107.27
80787,Vanuatu,01/01/00,2236.99
80788,Vanuatu,01/01/01,2158.85
80789,Vanuatu,01/01/02,2029.91
80790,Vanuatu,01/01/03,2104.93
80791,Vanuatu,01/01/04,2191.94
80792,Vanuatu,01/01/05,2322.96
80793,Vanuatu,01/01/06,2533.32
80794,Vanuatu,01/01/07,2669.14
80795,Vanuatu,01/01/08,2827.74
80796,Vanuatu,01/01/09,2874.16
80797,Vanuatu,01/01/10,2887.71
80798,Vanuatu,01/01/11,2915.3
80799,Vanuatu,01/01/12,2954.77
80800,Vanuatu,01/01/13,2997.31
80801,Vanuatu,01/01/14,3056.29
80802,Vanuatu,01/01/15,2997.61
80803,Vanuatu,01/01/16,3084.03
80804,Vanuatu,01/01/17,3214.64
80830,Yemen,01/01/90,2149.9
80831,Yemen,01/01/91,2248.52
80832,Yemen,01/01/92,2364.54
80833,Yemen,01/01/93,2393.45
80834,Yemen,01/01/94,2488.77
80835,Yemen,01/01/95,2574.68
80836,Yemen,01/01/96,2644.99
80837,Yemen,01/01/97,2741.37
80838,Yemen,01/01/98,2852.85
80839,Yemen,01/01/99,2922.52
80840,Yemen,01/01/00,3085.62
80841,Yemen,01/01/01,3184.17
80842,Yemen,01/01/02,3266.31
80843,Yemen,01/01/03,3359.87
80844,Yemen,01/01/04,3489.89
80845,Yemen,01/01/05,3699.04
80846,Yemen,01/01/06,3826.18
80847,Yemen,01/01/07,3948.84
80848,Yemen,01/01/08,4060.27
80849,Yemen,01/01/09,4134.88
80850,Yemen,01/01/10,4387.1
80851,Yemen,01/01/11,3805.24
80852,Yemen,01/01/12,3866.16
80853,Yemen,01/01/13,4016.33
80854,Yemen,01/01/14,3980.32
80855,Yemen,01/01/15,3268.51
80856,Yemen,01/01/16,2785.05
80857,Yemen,01/01/17,2606.39
80858,Zambia,01/01/90,1513.31
80859,Zambia,01/01/91,1522.81
80860,Zambia,01/01/92,1492.07
80861,Zambia,01/01/93,1590.59
80862,Zambia,01/01/94,1446.46
80863,Zambia,01/01/95,1479.34
80864,Zambia,01/01/96,1556.21
80865,Zambia,01/01/97,1596.93
80866,Zambia,01/01/98,1562.2
80867,Zambia,01/01/99,1612.94
80868,Zambia,01/01/00,1666.49
80869,Zambia,01/01/01,1746.51
80870,Zambia,01/01/02,1803.86
80871,Zambia,01/01/03,1915.65
80872,Zambia,01/01/04,2051.12
80873,Zambia,01/01/05,2209.95
80874,Zambia,01/01/06,2392.12
80875,Zambia,01/01/07,2589.28
80876,Zambia,01/01/08,2767.76
80877,Zambia,01/01/09,2961.29
80878,Zambia,01/01/10,3212.18
80879,Zambia,01/01/11,3361.11
80880,Zambia,01/01/12,3576.72
80881,Zambia,01/01/13,3709.25
80882,Zambia,01/01/14,3838.41
80883,Zambia,01/01/15,3873.79
80884,Zambia,01/01/16,3943.09
80885,Zambia,01/01/17,4032.59
80886,"China, Macao Special Administrative Region",01/01/90,26083.25
80887,"China, Macao Special Administrative Region",01/01/91,27161.6
80888,"China, Macao Special Administrative Region",01/01/92,30720.47
80889,"China, Macao Special Administrative Region",01/01/93,32378
80890,"China, Macao Special Administrative Region",01/01/94,33778.89
80891,"China, Macao Special Administrative Region",01/01/95,34906.22
80892,"China, Macao Special Administrative Region",01/01/96,34685.92
80893,"China, Macao Special Administrative Region",01/01/97,34480.41
80894,"China, Macao Special Administrative Region",01/01/98,32589.77
80895,"China, Macao Special Administrative Region",01/01/99,31631.45
80896,"China, Macao Special Administrative Region",01/01/00,33461.17
80897,"China, Macao Special Administrative Region",01/01/01,34400.25
80898,"China, Macao Special Administrative Region",01/01/02,37136.58
80899,"China, Macao Special Administrative Region",01/01/03,41257.01
80900,"China, Macao Special Administrative Region",01/01/04,52444.92
80901,"China, Macao Special Administrative Region",01/01/05,57148.94
80902,"China, Macao Special Administrative Region",01/01/06,65291.55
80903,"China, Macao Special Administrative Region",01/01/07,75114.11
80904,"China, Macao Special Administrative Region",01/01/08,77566.25
80905,"China, Macao Special Administrative Region",01/01/09,77534.83
80906,"China, Macao Special Administrative Region",01/01/10,96175.62
80907,"China, Macao Special Administrative Region",01/01/11,116752.21
80908,"China, Macao Special Administrative Region",01/01/12,126957.63
80909,"China, Macao Special Administrative Region",01/01/13,140334.24
80910,"China, Macao Special Administrative Region",01/01/14,138166.93
80911,"China, Macao Special Administrative Region",01/01/15,107273.2
80912,"China, Macao Special Administrative Region",01/01/16,105538.89
80913,"China, Macao Special Administrative Region",01/01/17,115367.38
80914,Serbia,01/01/95,4876.85
80915,Serbia,01/01/96,5091.41
80916,Serbia,01/01/97,5566.18
80917,Serbia,01/01/98,5785.23
80918,Serbia,01/01/99,5179.02
80919,Serbia,01/01/00,5726.13
80920,Serbia,01/01/01,6137.76
80921,Serbia,01/01/02,6800.93
80922,Serbia,01/01/03,7197.87
80923,Serbia,01/01/04,8064.5
80924,Serbia,01/01/05,8707.01
80925,Serbia,01/01/06,9610.12
80926,Serbia,01/01/07,10476.17
80927,Serbia,01/01/08,11921.85
80928,Serbia,01/01/09,11829.75
80929,Serbia,01/01/10,12075.4
80930,Serbia,01/01/11,12967.89
80931,Serbia,01/01/12,13108
80932,Serbia,01/01/13,13760.11
80933,Serbia,01/01/14,13771.42
80934,Serbia,01/01/15,13992.73
80935,Serbia,01/01/16,14719.6
80936,Serbia,01/01/17,15431.9
80937,Montenegro,01/01/00,6002.64
80938,Montenegro,01/01/01,6773.1
80939,Montenegro,01/01/02,7100.32
80940,Montenegro,01/01/03,7332.74
80941,Montenegro,01/01/04,7835.15
80942,Montenegro,01/01/05,8313.64
80943,Montenegro,01/01/06,10447.84
80944,Montenegro,01/01/07,12447.35
80945,Montenegro,01/01/08,13816.6
80946,Montenegro,01/01/09,13024.84
80947,Montenegro,01/01/10,13635
80948,Montenegro,01/01/11,14472.46
80949,Montenegro,01/01/12,13863.89
80950,Montenegro,01/01/13,14870.21
80951,Montenegro,01/01/14,15371.17
80952,Montenegro,01/01/15,16337.26
80953,Montenegro,01/01/16,17866.52
80954,Montenegro,01/01/17,19354.93
110460,Saint Lucia,01/01/90,6204.75
110461,Saint Lucia,01/01/91,6354.59
110462,Saint Lucia,01/01/92,6915.51
110463,Saint Lucia,01/01/93,7042.19
110464,Saint Lucia,01/01/94,7232.06
110465,Saint Lucia,01/01/95,7417.15
110466,Saint Lucia,01/01/96,7672.58
110467,Saint Lucia,01/01/97,7653.39
110468,Saint Lucia,01/01/98,8108.69
110469,Saint Lucia,01/01/99,8347.43
110470,Saint Lucia,01/01/00,8443.48
110471,Saint Lucia,01/01/01,8274.76
110472,Saint Lucia,01/01/02,8362.71
110473,Saint Lucia,01/01/03,8832.45
110474,Saint Lucia,01/01/04,9656.39
110475,Saint Lucia,01/01/05,9840.05
110476,Saint Lucia,01/01/06,10667.94
110477,Saint Lucia,01/01/07,10977.17
110478,Saint Lucia,01/01/08,11652.4
110479,Saint Lucia,01/01/09,11492.69
110480,Saint Lucia,01/01/10,11547.27
110481,Saint Lucia,01/01/11,12115.11
110482,Saint Lucia,01/01/12,12199.37
110483,Saint Lucia,01/01/13,12191.67
110484,Saint Lucia,01/01/14,12809.43
110485,Saint Lucia,01/01/15,12768.56
110486,Saint Lucia,01/01/16,13281.93
110487,Saint Lucia,01/01/17,13985.95
112330,Tajikistan,01/01/90,2365.92
112331,Tajikistan,01/01/91,2221.9
112332,Tajikistan,01/01/92,1583.53
112333,Tajikistan,01/01/93,1333.25
112334,Tajikistan,01/01/94,1055.42
112335,Tajikistan,01/01/95,929.76
112336,Tajikistan,01/01/96,777.2
112337,Tajikistan,01/01/97,792.3
112338,Tajikistan,01/01/98,831.21
112339,Tajikistan,01/01/99,861.81
112340,Tajikistan,01/01/00,939.24
112341,Tajikistan,01/01/01,1034.22
112342,Tajikistan,01/01/02,1142.14
112343,Tajikistan,01/01/03,1266.85
112344,Tajikistan,01/01/04,1407.57
112345,Tajikistan,01/01/05,1517.44
112346,Tajikistan,01/01/06,1639.3
112347,Tajikistan,01/01/07,1775.02
112348,Tajikistan,01/01/08,1910.97
112349,Tajikistan,01/01/09,1956.78
112350,Tajikistan,01/01/10,2063.23
112351,Tajikistan,01/01/11,2211.75
112352,Tajikistan,01/01/12,2368.64
112353,Tajikistan,01/01/13,2530.72
112354,Tajikistan,01/01/14,2690.67
112355,Tajikistan,01/01/15,2820.14
112356,Tajikistan,01/01/16,2981.95
112357,Tajikistan,01/01/17,3201.77
118322,Tonga,01/01/90,2309.57
118323,Tonga,01/01/91,2534.74
118324,Tonga,01/01/92,2594.62
118325,Tonga,01/01/93,2751.38
118326,Tonga,01/01/94,2943.28
118327,Tonga,01/01/95,3108.32
118328,Tonga,01/01/96,3155.76
118329,Tonga,01/01/97,3193.75
118330,Tonga,01/01/98,3302.19
118331,Tonga,01/01/99,3466.59
118332,Tonga,01/01/00,3646.6
118333,Tonga,01/01/01,3843.31
118334,Tonga,01/01/02,4012.41
118335,Tonga,01/01/03,4153.38
118336,Tonga,01/01/04,4226.45
118337,Tonga,01/01/05,4403.62
118338,Tonga,01/01/06,4473.35
118339,Tonga,01/01/07,4372.37
118340,Tonga,01/01/08,4567.41
118341,Tonga,01/01/09,4680.29
118342,Tonga,01/01/10,4882.21
118343,Tonga,01/01/11,5101.46
118344,Tonga,01/01/12,5226.89
118345,Tonga,01/01/13,5134.2
118346,Tonga,01/01/14,5316.84
118347,Tonga,01/01/15,5542.67
118348,Tonga,01/01/16,5751.65
118349,Tonga,01/01/17,5969.18
118672,Spain,01/01/90,13627.33
118673,Spain,01/01/91,14410.14
118674,Spain,01/01/92,14802.79
118675,Spain,01/01/93,14919.64
118676,Spain,01/01/94,15527.29
118677,Spain,01/01/95,16218.28
118678,Spain,01/01/96,16916.1
118679,Spain,01/01/97,17868.83
118680,Spain,01/01/98,19029.29
118681,Spain,01/01/99,19907.16
118682,Spain,01/01/00,21533.91
118683,Spain,01/01/01,22910.78
118684,Spain,01/01/02,24363.01
118685,Spain,01/01/03,25055.97
118686,Spain,01/01/04,26180.06
118687,Spain,01/01/05,27702.46
118688,Spain,01/01/06,30815.27
118689,Spain,01/01/07,32597.06
118690,Spain,01/01/08,33463.65
118691,Spain,01/01/09,32391.02
118692,Spain,01/01/10,31923.12
118693,Spain,01/01/11,32068.27
118694,Spain,01/01/12,31988.25
118695,Spain,01/01/13,32603.91
118696,Spain,01/01/14,33709.65
118697,Spain,01/01/15,35028.3
118698,Spain,01/01/16,36715.85
118699,Spain,01/01/17,39037.43
122379,United Arab Emirates,01/01/90,71359.17
122380,United Arab Emirates,01/01/91,70221.63
122381,United Arab Emirates,01/01/92,70076.69
122382,United Arab Emirates,01/01/93,68674.25
122383,United Arab Emirates,01/01/94,71067.73
122384,United Arab Emirates,01/01/95,73604.85
122385,United Arab Emirates,01/01/96,75525.52
122386,United Arab Emirates,01/01/97,79139.38
122387,United Arab Emirates,01/01/98,76326.88
122388,United Arab Emirates,01/01/99,75740.54
122389,United Arab Emirates,01/01/00,81332.01
122390,United Arab Emirates,01/01/01,80009.99
122391,United Arab Emirates,01/01/02,78915.86
122392,United Arab Emirates,01/01/03,82080.27
122393,United Arab Emirates,01/01/04,84584.21
122394,United Arab Emirates,01/01/05,81717.03
122395,United Arab Emirates,01/01/06,80821.82
122396,United Arab Emirates,01/01/07,74254.01
122397,United Arab Emirates,01/01/08,68492.41
122398,United Arab Emirates,01/01/09,58808.15
122399,United Arab Emirates,01/01/10,56061.54
122400,United Arab Emirates,01/01/11,58363.68
122401,United Arab Emirates,01/01/12,60558.65
122402,United Arab Emirates,01/01/13,63974.81
122403,United Arab Emirates,01/01/14,67567.76
122404,United Arab Emirates,01/01/15,71095.05
122405,United Arab Emirates,01/01/16,73099.58
122406,United Arab Emirates,01/01/17,74035.25
123641,Turkey,01/01/90,6141.08
123642,Turkey,01/01/91,6302.79
123643,Turkey,01/01/92,6721.17
123644,Turkey,01/01/93,7313.84
123645,Turkey,01/01/94,6950.98
123646,Turkey,01/01/95,7487.45
123647,Turkey,01/01/96,8017.79
123648,Turkey,01/01/97,8626.05
123649,Turkey,01/01/98,9096.02
123650,Turkey,01/01/99,8757.18
123651,Turkey,01/01/00,9583.81
123652,Turkey,01/01/01,9215.25
123653,Turkey,01/01/02,9330.15
123654,Turkey,01/01/03,9604.4
123655,Turkey,01/01/04,10860.55
123656,Turkey,01/01/05,11887.88
123657,Turkey,01/01/06,13620.17
123658,Turkey,01/01/07,14846.03
123659,Turkey,01/01/08,16048.92
123660,Turkey,01/01/09,15486.01
123661,Turkey,01/01/10,17425.88
123662,Turkey,01/01/11,19660.89
123663,Turkey,01/01/12,20639.86
123664,Turkey,01/01/13,22310.54
123665,Turkey,01/01/14,24029.74
123666,Turkey,01/01/15,25710.02
123667,Turkey,01/01/16,26252.13
123668,Turkey,01/01/17,28001.83
126310,Eswatini,01/01/90,3475.26
126311,Eswatini,01/01/91,3554.09
126312,Eswatini,01/01/92,3667.85
126313,Eswatini,01/01/93,3796.37
126314,Eswatini,01/01/94,3895.42
126315,Eswatini,01/01/95,4086.05
126316,Eswatini,01/01/96,4228.21
126317,Eswatini,01/01/97,4335.83
126318,Eswatini,01/01/98,4400.53
126319,Eswatini,01/01/99,4513.41
126320,Eswatini,01/01/00,4627.27
126321,Eswatini,01/01/01,4731.56
126322,Eswatini,01/01/02,4977.5
126323,Eswatini,01/01/03,5242.4
126324,Eswatini,01/01/04,5542.7
126325,Eswatini,01/01/05,6004.91
126326,Eswatini,01/01/06,6474.55
126327,Eswatini,01/01/07,6832.41
126328,Eswatini,01/01/08,6899.66
126329,Eswatini,01/01/09,6930.62
126330,Eswatini,01/01/10,7147.21
126331,Eswatini,01/01/11,7324
126332,Eswatini,01/01/12,7673.22
126333,Eswatini,01/01/13,8156.97
126334,Eswatini,01/01/14,8317.13
126335,Eswatini,01/01/15,8285.95
126336,Eswatini,01/01/16,8491.42
126337,Eswatini,01/01/17,8659.16
129198,Slovenia,01/01/95,13556.11
129199,Slovenia,01/01/96,14271.95
129200,Slovenia,01/01/97,15270.93
129201,Slovenia,01/01/98,16040.71
129202,Slovenia,01/01/99,17067.16
129203,Slovenia,01/01/00,18050.38
129204,Slovenia,01/01/01,18955.28
129205,Slovenia,01/01/02,20305.02
129206,Slovenia,01/01/03,21133.64
129207,Slovenia,01/01/04,22776.86
129208,Slovenia,01/01/05,23945.26
129209,Slovenia,01/01/06,25763.16
129210,Slovenia,01/01/07,27605.64
129211,Slovenia,01/01/08,29624.19
129212,Slovenia,01/01/09,27475.99
129213,Slovenia,01/01/10,27739.35
129214,Slovenia,01/01/11,28804.7
129215,Slovenia,01/01/12,28900.88
129216,Slovenia,01/01/13,29796.81
129217,Slovenia,01/01/14,30854.1
129218,Slovenia,01/01/15,31623.71
129219,Slovenia,01/01/16,33234.09
129220,Slovenia,01/01/17,36387.46
131080,South Africa,01/01/90,6267.87
131081,South Africa,01/01/91,6264.23
131082,South Africa,01/01/92,6123.17
131083,South Africa,01/01/93,6198.17
